"故障编号","故障描述_中文","故障描述_英文","故障等级","偏航等级","延时时间","更改说明及日期","故障代码"
"4277","25577_SC_变频器驱动逆变器1EEPROM读写故障2","25577_SC_ConverterDriverInverter1EEPROMReadAndWriteFailure2","4","0.0","0.0","","25577"
"4278","25578_SC_变频器驱动逆变器1EEPROM读写故障3","25578_SC_ConverterDriverInverter1EEPROMReadAndWriteFailure3","4","0.0","0.0","","25578"
"4279","25579_SC_变频器驱动逆变器1EEPROM读写故障4","25579_SC_ConverterDriverInverter1EEPROMReadAndWriteFailure4","4","0.0","0.0","","25579"
"4280","25580_SC_变频器驱动逆变器1电网电压异常","25580_SC_ConverterDriverInverter1AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25580"
"4281","25581_SC_变频器驱动逆变器1通讯故障","25581_SC_ConverterDriverInverter1CommunicationFailure","4","0.0","0.0","","25581"
"4282","25582_SC_变频器驱动逆变器1EEPROM故障","25582_SC_ConverterDriverInverter1EEPROMFailure","4","0.0","0.0","","25582"
"4283","25583_SC_变频器驱动逆变器1制动单元故障","25583_SC_ConverterDriverInverter1BrakeUnitFault","4","0.0","0.0","","25583"
"4284","25584_SC_变频器驱动逆变器1掉载故障","25584_SC_ConverterDriverInverter1OffLoadFault","4","0.0","0.0","","25584"
"4285","25585_SC_变频器驱动逆变器1速度偏差过大故障","25585_SC_ConverterDriverInverter1ExcessiveSpeedDeviationFault","4","0.0","0.0","","25585"
"4286","25586_SC_变频器驱动逆变器1电机过速度故障","25586_SC_ConverterDriverInverter1MotorOverSpeedFault","4","0.0","0.0","","25586"
"4287","25587_SC_变频器驱动逆变器2通过多功能DI常开输入外部故障","25587_SC_ConverterDriverInverter2ByMultifunctionalDINormalOpenInputExternalFault","4","0.0","0.0","","25587"
"4288","25588_SC_变频器驱动逆变器2通过多功能DI常闭输入外部故障","25588_SC_ConverterDriverInverter2ByMultifunctionalDINormalCloseInputExternalFault","4","0.0","0.0","","25588"
"4289","25589_SC_变频器驱动逆变器2同步控制通讯超时","25589_SC_ConverterDriverInverter2SynchronousControlCommunicationTimeout","4","0.0","0.0","","25589"
"4290","25590_SC_变频器驱动逆变器2EEPROM读写故障1","25590_SC_ConverterDriverInverter2EEPROMReadAndWriteFailure1","4","0.0","0.0","","25590"
"4291","25591_SC_变频器驱动逆变器2EEPROM读写故障2","25591_SC_ConverterDriverInverter2EEPROMReadAndWriteFailure2","4","0.0","0.0","","25591"
"4292","25592_SC_变频器驱动逆变器2EEPROM读写故障3","25592_SC_ConverterDriverInverter2EEPROMReadAndWriteFailure3","4","0.0","0.0","","25592"
"4293","25593_SC_变频器驱动逆变器2EEPROM读写故障4","25593_SC_ConverterDriverInverter2EEPROMReadAndWriteFailure4","4","0.0","0.0","","25593"
"4294","25594_SC_变频器驱动逆变器2电网电压异常","25594_SC_ConverterDriverInverter2AbnormalVoltageOfPowerGrid","4","0.0","0.0","","25594"
"4295","25595_SC_变频器驱动逆变器2通讯故障","25595_SC_ConverterDriverInverter2CommunicationFailure","4","0.0","0.0","","25595"
"4296","25596_SC_变频器驱动逆变器2EEPROM故障","25596_SC_ConverterDriverInverter2EEPROMFailure","4","0.0","0.0","","25596"
"4297","25597_SC_变频器驱动逆变器2制动单元故障","25597_SC_ConverterDriverInverter2BrakeUnitFault","4","0.0","0.0","","25597"
"4298","25598_SC_变频器驱动逆变器2掉载故障","25598_SC_ConverterDriverInverter2OffLoadFault","4","0.0","0.0","","25598"
"4299","25599_SC_变频器驱动逆变器2速度偏差过大故障","25599_SC_ConverterDriverInverter2ExcessiveSpeedDeviationFault","4","0.0","0.0","","25599"
"4300","25600_SC_变频器驱动逆变器2电机过速度故障","25600_SC_ConverterDriverInverter2MotorOverSpeedFault","4","0.0","0.0","","25600"
"4301","26001_SC_断路器柜1没有准备信号","26001_SC_NacelleBreaker1NotReady","7","0.0","1.0","","26001"
"4302","26002_SC_断路器柜1不能切换成合闸状态","26002_SC_NacelleBreaker1CanNotClose","7","0.0","1.0","","26002"
"4303","26003_SC_断路器柜1不能切换成分闸状态","26003_SC_NacelleBreaker1CanNotOpen","7","0.0","1.0","","26003"
"4304","26004_SC_断路器柜2没有准备信号","26004_SC_NacelleBreaker2NotReady","7","0.0","1.0","","26004"
"4305","26005_SC_断路器柜2不能切换成合闸状态","26005_SC_NacelleBreaker2CanNotClose","7","0.0","1.0","","26005"
"4306","26006_SC_断路器柜2不能切换成分闸状态","26006_SC_NacelleBreaker2CanNotOpen","7","0.0","1.0","","26006"
"4307","26007_SC_断路器柜1温度超限","26007_SC_NacelleBreaker1TemperatureOverLimit","7","0.0","2.0","20230626修改","26007"
"4308","26008_SC_断路器柜2温度超限","26008_SC_NacelleBreaker2TemperatureOverLimit","7","0.0","2.0","20230626修改","26008"
"4309","26009_SC_断路器柜2温度高","26009_SC_NacelleBreaker1TemperatureHighWarming","7","0.0","2.0","20230626修改","26009"
"4310","26010_SC_断路器柜2温度低","26010_SC_NacelleBreaker2TemperatureHighWarming","7","0.0","2.0","20230626修改","26010"
"4311","26011_SC_断路器柜1温度超限告警","26011_SC_NacelleBreaker1TemperatureLow","0","0.0","2.0","20230626修改","26011"
"4312","26012_SC_断路器柜2温度超限告警","26012_SC_NacelleBreaker2TemperatureLow","0","0.0","2.0","20230626修改","26012"
"4401","27001_SC_D盘需要清理","27001_SC_DiscDSpaceNeedClean","0","0.0","2.0","","27001"
"4402","27002_SC_D盘需要清理并停止文件读写","27002_SC_DiscDSpaceMustCleanAndStopWritingFiles","0","0.0","2.0","","27002"
"4403","27003_SC_初始化参数不匹配","27003_SC_InitParameterError","2","0.0","2.0","","27003"
"4501","28001_SC_变频器网侧过流1","28001_SC_ConverterGridOverCurrent1","7","0.0","0.2","","28001"
"4502","28002_SC_变流器RAM自检失败1","28002_SC_ConverterRAMCheckError1","7","0.0","0.2","","28002"
"4503","28003_SC_变流器EEPROM参数回默认值1","28003_SC_ConverterEEPROMParameterResume1","7","0.0","0.2","","28003"
"4504","28004_SC_变流器CAN通讯故障1","28004_SC_ConverterCANCommError1","7","0.0","0.5","","28004"
"4505","28005_SC_变流器CPLD版本不匹配1","28005_SC_ConverterCPLDEditionError1","7","0.0","0.5","","28005"
"4506","28006_SC_变流器事件记录存储失败1","28006_SC_ConverterEventRecordError1","7","0.0","0.1","","28006"
"4507","28007_SC_变流器DSP通讯故障1","28007_SC_ConverterDSPCommError1","7","0.0","0.1","","28007"
"4508","28008_SC_变流器AD采样零漂过大1","28008_SC_ConverterADSampleError1","7","0.0","0.1","","28008"
"4509","28009_SC_变流器主控通讯错误1","28009_SC_ConverterMasterCommError1","7","0.0","0.1","","28009"
"4510","28010_SC_变流器热线连接错误1","28010_SC_ConverterHotlineConnectError1","7","0.0","0.1","","28010"
"4511","28011_SC_变流器驱动板连接错误1","28011_SC_ConverterDriveBoardConnectError1","7","0.0","0.1","","28011"
"4512","28012_SC_变流器模块过热1","28012_SC_ConverterModuleOverTemperature1","7","0.0","0.1","","28012"
"4513","28013_SC_变流器网侧模块IGBT过流1","28013_SC_GridSideIGBTOverCurrent1","7","0.0","0.1","","28013"
"4514","28014_SC_变流器机侧模块IGBT过流1","28014_SC_MachineSideIGBTOverCurrent1","7","0.0","0.1","","28014"
"4515","28015_SC_变流器辅助电源故障1","28015_SC_ConverterAuxPowerSupplyError1","7","0.0","0.1","","28015"
"4516","28016_SC_变流器同步失败1","28016_SC_ConverterSyncError1","7","0.0","0.1","","28016"
"4517","28017_SC_变流器预充电超时1","28017_SC_ConverterChargeTimeOut1","7","0.0","0.1","","28017"
"4518","28018_SC_变流器网侧模块硬件过流1","28018_SC_GridSideHardwareOverCurrent1","7","0.0","0.1","","28018"
"4519","28019_SC_变流器机侧模块硬件过流1","28019_SC_MachineSideHardwareOverCurrent1","7","0.0","0.1","","28019"
"4520","28020_SC_变流器网侧模块软件过流1","28020_SC_GridSideSoftwareOverCurrent1","7","0.0","0.1","","28020"
"4521","28021_SC_变流器机侧模块软件过流1","28021_SC_MachineSideSoftwareOverCurrent1","7","0.0","0.1","","28021"
"4522","28022_SC_变流器定子过流1","28022_SC_MachineSideOverCurrent1","7","0.0","0.1","","28022"
"4523","28023_SC_变流器母线硬件过压1","28023_SC_DCBusHardwareOverVoltage1","7","0.0","0.1","","28023"
"4524","28024_SC_变流器母线软件过压1","28024_SC_DCBusSoftwareOverVoltage1","7","0.0","0.1","","28024"
"4525","28025_SC_变流器母线欠压1","28025_SC_DCBusLowVoltage1","7","0.0","0.1","","28025"
"4526","28026_SC_变流器电网线电压过压1","28026_SC_ConverterGridOverVoltage1","7","0.0","0.1","","28026"
"4527","28027_SC_变流器电网线电压欠压1","28027_SC_ConverterGridLowVoltage1","7","0.0","0.1","","28027"
"4528","28028_SC_变流器定子电压异常1","28028_SC_StatorVoltageAbnormal1","7","0.0","0.1","","28028"
"4529","28029_SC_变流器电网频率异常1","28029_SC_ConverterGridFrequencyAbnormal1","7","0.0","0.1","","28029"
"4530","28030_SC_变流器电网相序反1","28030_SC_ConverterGridOrderInReverse1","7","0.0","0.1","","28030"
"4531","28031_SC_变流器定子相序反1","28031_SC_StatorOrderInReverse1","7","0.0","0.1","","28031"
"4532","28032_SC_变流器预充电接触器状态错误1","28032_SC_CoverterChargeContactorError1","7","0.0","0.1","","28032"
"4533","28033_SC_变流器网侧断路器动作失败1","28033_SC_ConverterMainBreakerActFault1","7","0.0","0.1","","28033"
"4534","28034_SC_变流器网侧断路器状态错误1","28034_SC_ConverterMainBreakerStateAbnormal1","7","0.0","0.1","","28034"
"4535","28035_SC_变流器机侧断路器动作失败1","28035_SC_ConverterMachineBreakerActFault1","7","0.0","0.1","","28035"
"4536","28036_SC_变流器机侧断路器状态错误1","28036_SC_ConverterMachineBreakerStateAbnormal1","7","0.0","0.1","","28036"
"4537","28037_SC_变流器网侧断路器脱扣1","28037_SC_ConverterMainBreakerTripped1","7","0.0","0.1","","28037"
"4538","28038_SC_变流器机侧断路器脱扣1","28038_SC_ConverterMachineBreakerTripped1","7","0.0","0.1","","28038"
"4539","28039_SC_变流器Chopper误触发1","28039_SC_ConverterChopperWrongAction1","7","0.0","0.1","","28039"
"4540","28040_SC_变流器Chopper触发失败1","28040_SC_ConverterChopperTrigFault1","7","0.0","0.1","","28040"
"4541","28041_SC_变流器电网电压跌落超限1","28041_SC_ConverterGridDropTooLong1","7","0.0","0.1","","28041"
"4542","28042_SC_变流器Chopper动作超时1","28042_SC_ConverterChopperActionOverTime1","7","0.0","0.1","","28042"
"4543","28043_SC_变流器Chopper动作次数超限1","28043_SC_ConverterChopperActionOverNumber1","7","0.0","0.1","","28043"
"4544","28044_SC_变流器电机超速1","28044_SC_ConverterMotorOverSpeed1","7","0.0","0.1","","28044"
"4545","28045_SC_变流器电机欠速1","28045_SC_ConverterMotorLowSpeed1","7","0.0","0.1","","28045"
"4546","28046_SC_变流器主路熔丝断开1","28046_SC_ConverterMainFuseOpen1","7","0.0","0.1","","28046"
"4547","28047_SC_变流器防雷器故障1","28047_SC_ConverterLightningProtectionFault1","7","0.0","0.1","","28047"
"4548","28048_SC_变流器网侧熔丝故障1","28048_SC_GridSideFuseFault1","7","0.0","0.1","","28048"
"4549","28049_SC_变流器风扇驱动故障1","28049_SC_ConverterAirCoolingFanFault1","7","0.0","0.1","","28049"
"4550","28050_SC_变流器安全链断开1","28050_SC_ConverterSafeChainOpen1","7","0.0","0.1","","28050"
"4551","28051_SC_变流器紧急停机1","28051_SC_ConverterEmergencyStop1","7","0.0","0.1","","28051"
"4552","28052_SC_变流器主控电网保护开关断开1","28052_SC_GridToMasterSwitchOff1","7","0.0","0.1","","28052"
"4553","28053_SC_变流器滤波电容电压检测错误1","28053_SC_FilterCapacitiveVoltageDetectError1","7","0.0","0.1","","28053"
"4554","28054_SC_变流器机柜过热1","28054_SC_ConverterCabinetOverTemperature1","7","0.0","0.1","","28054"
"4555","28055_SC_变流器网侧电感过热1","28055_SC_GridSideInductanceOverTemperature1","7","0.0","0.1","","28055"
"4556","28056_SC_变流器du/dt电感过热1","28056_SC_DuDivideDtInductanceOverTemperature1","7","0.0","0.1","","28056"
"4557","28057_SC_变流器定子过载1","28057_SC_StatorOverLoad1","7","0.0","0.1","","28057"
"4558","28058_SC_变流器水冷柜驱动错误1","28058_SC_ConverterLiquidCoolingDriveError1","7","0.0","0.1","","28058"
"4559","28059_SC_变流器水冷柜故障1","28059_SC_ConverterLiquidCoolingFault1","7","0.0","0.1","","28059"
"4560","28060_SC_变流器网侧电流不平衡告警1","28060_SC_ConverterGridCurrentUnbalanceAlarm1","0","0.0","0.1","","28060"
"4561","28061_SC_变流器加热除湿告警1","28061_SC_ConverterSystemHeaterAlarm1","0","0.0","0.1","","28061"
"4562","28062_SC_变流器水冷柜告警1","28062_SC_ConverterWaterCabinetAlarm1","0","0.0","0.1","","28062"
"4563","28063_SC_变流器UPS输入告警1","28063_SC_ConverterUPSStatusAlarm1","0","0.0","0.1","","28063"
"4564","28064_SC_变流器IGBT开机时温度低告警1","28064_SC_IGBTUnderTempInReadyState1","0","0.0","0.1","","28064"
"4565","28065_SC_变流器加热请求告警1","28065_SC_ConverterHeatRequireAlarm1","0","0.0","0.1","","28065"
"4566","28066_SC_变流器开机时环境湿度大告警1","28066_SC_ConverterAirHumidityOverAlarm1","0","0.0","0.1","","28066"
"4567","28067_SC_变流器Chopper不可用告警1","28067_SC_ConverterChopperNotAvailableAlarm1","0","0.0","0.1","","28067"
"4568","28068_SC_变流器Chopper动作次数到告警1","28068_SC_ConverterChopperActCntReachedAlarm1","0","0.0","0.1","","28068"
"4569","28069_SC_变流器网侧模块1组与2组不均流告警2_1","28069_SC_ConverterCurrentUnbalanceBetweenModule1And2_1","0","0.0","0.1","","28069"
"4570","28070_SC_变流器电网电压跌落告警1","28070_SC_ConverterGridVoltageSagAlarm1","0","0.0","0.1","","28070"
"4571","28071_SC_变流器定子电流不平衡告警1","28071_SC_ConverterStatorCurrentUnbalanceAlarm1","0","0.0","0.1","","28071"
"4572","28072_SC_变流器连续复位次数超限告警1","28072_SC_ConverterFaultResetCountLimitAlarm1","0","0.0","0.1","","28072"
"4573","28073_SC_变流器低穿激活1","28073_SC_ConverterLVRTActive1","0","0.0","0.0","","28073"
"4574","28074_SC_变流器低穿超时1","28074_SC_ConverterLVRTOverTime1","7","0.0","0.0","","28074"
"4575","28075_SC_变流器转矩与设定值偏差大1","28075_SC_ConverterTorqueDiffMaxWithSetpoint1","7","0.0","0.5","","28075"
"4576","28076_SC_变流器故障1","28076_SC_ConverterFault1","7","0.0","0.1","","28076"
"4577","28077_SC_变流器通讯故障1","28077_SC_ConverterCommunicationFault1","7","0.0","0.5","","28077"
"4578","28078_SC_变流器心跳超时1","28078_SC_ConverterHeartbitOverTime1","7","0.0","0.5","","28078"
"4579","28079_SC_变流器启动超时1","28079_SC_ConverterStartUpOverTime1","7","0.0","20.0","","28079"
"4580","28080_SC_变频器网侧过流2","28080_SC_ConverterGridOverCurrent2","7","0.0","0.2","","28080"
"4581","28081_SC_变流器RAM自检失败2","28081_SC_ConverterRAMCheckError2","7","0.0","0.2","","28081"
"4582","28082_SC_变流器EEPROM参数回默认值2","28082_SC_ConverterEEPROMParameterResume2","7","0.0","0.2","","28082"
"4583","28083_SC_变流器CAN通讯故障2","28083_SC_ConverterCANCommError2","7","0.0","0.5","","28083"
"4584","28084_SC_变流器CPLD版本不匹配2","28084_SC_ConverterCPLDEditionError2","7","0.0","0.5","","28084"
"4585","28085_SC_变流器事件记录存储失败2","28085_SC_ConverterEventRecordError2","7","0.0","0.1","","28085"
"4586","28086_SC_变流器DSP通讯故障2","28086_SC_ConverterDSPCommError2","7","0.0","0.1","","28086"
"4587","28087_SC_变流器AD采样零漂过大2","28087_SC_ConverterADSampleError2","7","0.0","0.1","","28087"
"4588","28088_SC_变流器主控通讯错误2","28088_SC_ConverterMasterCommError2","7","0.0","0.1","","28088"
"4589","28089_SC_变流器热线连接错误2","28089_SC_ConverterHotlineConnectError2","7","0.0","0.1","","28089"
"4590","28090_SC_变流器驱动板连接错误2","28090_SC_ConverterDriveBoardConnectError2","7","0.0","0.1","","28090"
"4591","28091_SC_变流器模块过热2","28091_SC_ConverterModuleOverTemperature2","7","0.0","0.1","","28091"
"4592","28092_SC_变流器网侧模块IGBT过流2","28092_SC_GridSideIGBTOverCurrent2","7","0.0","0.1","","28092"
"4593","28093_SC_变流器机侧模块IGBT过流2","28093_SC_MachineSideIGBTOverCurrent2","7","0.0","0.1","","28093"
"4594","28094_SC_变流器辅助电源故障2","28094_SC_ConverterAuxPowerSupplyError2","7","0.0","0.1","","28094"
"4595","28095_SC_变流器同步失败2","28095_SC_ConverterSyncError2","7","0.0","0.1","","28095"
"4596","28096_SC_变流器预充电超时2","28096_SC_ConverterChargeTimeOut2","7","0.0","0.1","","28096"
"4597","28097_SC_变流器网侧模块硬件过流2","28097_SC_GridSideHardwareOverCurrent2","7","0.0","0.1","","28097"
"4598","28098_SC_变流器机侧模块硬件过流2","28098_SC_MachineSideHardwareOverCurrent2","7","0.0","0.1","","28098"
"4599","28099_SC_变流器网侧模块软件过流2","28099_SC_GridSideSoftwareOverCurrent2","7","0.0","0.1","","28099"
"4600","28100_SC_变流器机侧模块软件过流2","28100_SC_MachineSideSoftwareOverCurrent2","7","0.0","0.1","","28100"
"4601","28101_SC_变流器定子过流2","28101_SC_MachineSideOverCurrent2","7","0.0","0.1","","28101"
"4602","28102_SC_变流器母线硬件过压2","28102_SC_DCBusHardwareOverVoltage2","7","0.0","0.1","","28102"
"4603","28103_SC_变流器母线软件过压2","28103_SC_DCBusSoftwareOverVoltage2","7","0.0","0.1","","28103"
"4604","28104_SC_变流器母线欠压2","28104_SC_DCBusLowVoltage2","7","0.0","0.1","","28104"
"4605","28105_SC_变流器电网线电压过压2","28105_SC_ConverterGridOverVoltage2","7","0.0","0.1","","28105"
"4606","28106_SC_变流器电网线电压欠压2","28106_SC_ConverterGridLowVoltage2","7","0.0","0.1","","28106"
"4607","28107_SC_变流器定子电压异常2","28107_SC_StatorVoltageAbnormal2","7","0.0","0.1","","28107"
"4608","28108_SC_变流器电网频率异常2","28108_SC_ConverterGridFrequencyAbnormal2","7","0.0","0.1","","28108"
"4609","28109_SC_变流器电网相序反2","28109_SC_ConverterGridOrderInReverse2","7","0.0","0.1","","28109"
"4610","28110_SC_变流器定子相序反2","28110_SC_StatorOrderInReverse2","7","0.0","0.1","","28110"
"4611","28111_SC_变流器预充电接触器状态错误2","28111_SC_CoverterChargeContactorError2","7","0.0","0.1","","28111"
"4612","28112_SC_变流器网侧断路器动作失败2","28112_SC_ConverterMainBreakerActFault2","7","0.0","0.1","","28112"
"4613","28113_SC_变流器网侧断路器状态错误2","28113_SC_ConverterMainBreakerStateAbnormal2","7","0.0","0.1","","28113"
"4614","28114_SC_变流器机侧断路器动作失败2","28114_SC_ConverterMachineBreakerActFault2","7","0.0","0.1","","28114"
"4615","28115_SC_变流器机侧断路器状态错误2","28115_SC_ConverterMachineBreakerStateAbnormal2","7","0.0","0.1","","28115"
"4616","28116_SC_变流器网侧断路器脱扣2","28116_SC_ConverterMainBreakerTripped2","7","0.0","0.1","","28116"
"4617","24117_SC_变流器机侧断路器脱扣2","28117_SC_ConverterMachineBreakerTripped2","7","0.0","0.1","","28117"
"4618","28118_SC_变流器Chopper误触发2","28118_SC_ConverterChopperWrongAction2","7","0.0","0.1","","28118"
"4619","28119_SC_变流器Chopper触发失败2","28119_SC_ConverterChopperTrigFault2","7","0.0","0.1","","28119"
"4620","28120_SC_变流器电网电压跌落超限2","28120_SC_ConverterGridDropTooLong2","7","0.0","0.1","","28120"
"4621","28121_SC_变流器Chopper动作超时2","28121_SC_ConverterChopperActionOverTime2","7","0.0","0.1","","28121"
"4622","28122_SC_变流器Chopper动作次数超限2","28122_SC_ConverterChopperActionOverNumber2","7","0.0","0.1","","28122"
"4623","28123_SC_变流器电机超速2","28123_SC_ConverterMotorOverSpeed2","7","0.0","0.1","","28123"
"4624","28124_SC_变流器电机欠速2","28124_SC_ConverterMotorLowSpeed2","7","0.0","0.1","","28124"
"4625","28125_SC_变流器主路熔丝断开2","28125_SC_ConverterMainFuseOpen2","7","0.0","0.1","","28125"
"4626","28126_SC_变流器防雷器故障2","28126_SC_ConverterLightningProtectionFault2","7","0.0","0.1","","28126"
"4627","28127_SC_变流器网侧熔丝故障2","28127_SC_GridSideFuseFault2","7","0.0","0.1","","28127"
"4628","28128_SC_变流器风扇驱动故障2","28128_SC_ConverterAirCoolingFanFault2","7","0.0","0.1","","28128"
"4629","28129_SC_变流器安全链断开2","28129_SC_ConverterSafeChainOpen2","7","0.0","0.1","","28129"
"4630","28130_SC_变流器紧急停机2","28130_SC_ConverterEmergencyStop2","7","0.0","0.1","","28130"
"4631","28131_SC_变流器主控电网保护开关断开2","28131_SC_GridToMasterSwitchOff2","7","0.0","0.1","","28131"
"4632","28132_SC_变流器滤波电容电压检测错误2","28132_SC_FilterCapacitiveVoltageDetectError2","7","0.0","0.1","","28132"
"4633","28133_SC_变流器机柜过热2","28133_SC_ConverterCabinetOverTemperature2","7","0.0","0.1","","28133"
"4634","28134_SC_变流器网侧电感过热2","28134_SC_GridSideInductanceOverTemperature2","7","0.0","0.1","","28134"
"4635","28135_SC_变流器du/dt电感过热2","28135_SC_DuDivideDtInductanceOverTemperature2","7","0.0","0.1","","28135"
"4636","28136_SC_变流器定子过载2","28136_SC_StatorOverLoad2","7","0.0","0.1","","28136"
"4637","28137_SC_变流器水冷柜驱动错误2","28137_SC_ConverterLiquidCoolingDriveError2","7","0.0","0.1","","28137"
"4638","28138_SC_变流器水冷柜故障2","28138_SC_ConverterLiquidCoolingFault2","7","0.0","0.1","","28138"
"4639","28139_SC_变流器网侧电流不平衡告警2","28139_SC_ConverterGridCurrentUnbalanceAlarm2","0","0.0","0.1","","28139"
"4640","28140_SC_变流器加热除湿告警2","28140_SC_ConverterSystemHeaterAlarm2","0","0.0","0.1","","28140"
"4641","28141_SC_变流器水冷柜告警2","28141_SC_ConverterWaterCabinetAlarm2","0","0.0","0.1","","28141"
"4642","28142_SC_变流器UPS输入告警2","28142_SC_ConverterUPSStatusAlarm2","0","0.0","0.1","","28142"
"4643","28143_SC_变流器IGBT开机时温度低告警2","28143_SC_IGBTUnderTempInReadyState2","0","0.0","0.1","","28143"
"4644","28144_SC_变流器加热请求告警2","28144_SC_ConverterHeatRequireAlarm2","0","0.0","0.1","","28144"
"4645","28145_SC_变流器开机时环境湿度大告警2","28145_SC_ConverterAirHumidityOverAlarm2","0","0.0","0.1","","28145"
"4646","28146_SC_变流器Chopper不可用告警2","28146_SC_ConverterChopperNotAvailableAlarm2","0","0.0","0.1","","28146"
"4647","28147_SC_变流器Chopper动作次数到告警2","28147_SC_ConverterChopperActCntReachedAlarm2","0","0.0","0.1","","28147"
"4648","28148_SC_变流器网侧模块1组与2组不均流告警2_2","28148_SC_ConverterCurrentUnbalanceBetweenModule1And2_2","0","0.0","0.1","","28148"
"4649","28149_SC_变流器电网电压跌落告警2","28149_SC_ConverterGridVoltageSagAlarm2","0","0.0","0.1","","28149"
"4650","28150_SC_变流器定子电流不平衡告警2","28150_SC_ConverterStatorCurrentUnbalanceAlarm2","0","0.0","0.1","","28150"
"4651","28151_SC_变流器连续复位次数超限告警2","28151_SC_ConverterFaultResetCountLimitAlarm2","0","0.0","0.1","","28151"
"4652","28152_SC_变流器低穿激活2","28152_SC_ConverterLVRTActive2","0","0.0","0.0","","28152"
"4653","28153_SC_变流器低穿超时2","28153_SC_ConverterLVRTOverTime2","7","0.0","0.0","","28153"
"4654","28154_SC_变流器转矩与设定值偏差大2","28154_SC_ConverterTorqueDiffMaxWithSetpoint2","7","0.0","0.5","","28154"
"4655","28155_SC_变流器故障2","28155_SC_ConverterFault2","7","0.0","0.1","","28155"
"4656","28156_SC_变流器通讯故障2","28156_SC_ConverterCommunicationFault2","7","0.0","0.5","","28156"
"4657","28157_SC_变流器心跳超时2","28157_SC_ConverterHeartbitOverTime2","7","0.0","0.5","","28157"
"4658","28158_SC_变流器启动超时2","28158_SC_ConverterStartUpOverTime2","7","0.0","20.0","","28158"
"4659","28159_SC_变流器UPS电池故障1","28159_SC_ConverterUPSBatteryFault1","7","0.0","0.1","","28159"
"4660","28160_SC_变流器UPS故障1","28160_SC_ConverterUPSFault1","7","0.0","0.1","","28160"
"4661","28161_SC_变流器网侧滤波电容过流1","28161_SC_ConverterFilterCapOverCurrent1","7","0.0","0.1","","28161"
"4662","28162_SC_变流器模块相间电流不平衡超限1","28162_SC_ConverterPhaseCurrUnbalFault1","7","0.0","0.1","","28162"
"4663","28163_SC_变流器模块组间电流不平衡超限1","28163_SC_ConverterGroupCurrUnbalFault1","7","0.0","0.1","","28163"
"4664","28164_SC_变流器电网电压不平衡超限1","28164_SC_ConverterGridVoltUnbalFault1","7","0.0","0.1","","28164"
"4665","28165_SC_变流器主控转矩给定超限1","28165_SC_ConverterMainCtrlTorqueRefOverRun1","7","0.0","0.1","","28165"
"4666","28166_SC_变流器网侧滤波电容异常故障1","28166_SC_ConverterFilterCapFault1","7","0.0","0.1","","28166"
"4667","28167_SC_变流器孤网运行故障1","28167_SC_ConverterIsolatedGridRunFault1","7","0.0","0.1","","28167"
"4668","28168_SC_变流器定子漏电流过大1","28168_SC_ConverterStatorLeakCurrOverFault1","7","0.0","0.1","","28168"
"4669","28169_SC_变流器网侧模块过温1","28169_SC_ConverterGridModuleOverTemp1","7","0.0","0.1","","28169"
"4670","28170_SC_变流器机侧模块过温1","28170_SC_ConverterGenModuleOverTemp1","7","0.0","0.1","","28170"
"4671","28171_SC_变流器母线过温1","28171_SC_ConverterDCbusOverTemp1","7","0.0","0.1","","28171"
"4672","28172_SC_变流器水冷机RAM自检失败1","28172_SC_ConverterLiquidCoolerRAMSelfCheckFailure1","7","0.0","0.1","","28172"
"4673","28173_SC_变流器水冷机EEPROM参数回默认值1","28173_SC_ConverterLiquidCoolerEEPROMParamsReturnToDefault1","7","0.0","0.1","","28173"
"4674","28174_SC_变流器水冷机EEPROM写失败1","28174_SC_ConverterLiquidCoolerEEPROMWriteFailure1","7","0.0","0.1","","28174"
"4675","28175_SC_变流器水冷机历史故障存储失败1","28175_SC_ConverterLiquidCoolerHistoryFaultStorageFailure1","7","0.0","0.1","","28175"
"4676","28176_SC_变流器水冷机CPLD版本不匹配1","28176_SC_ConverterLiquidCoolerCPLDVersionNotMatched1","7","0.0","0.1","","28176"
"4677","28177_SC_变流器变流器入出口压差过小1","28177_SC_ConverterInletAndOutletPressureDifferenceTooLarge1","7","0.0","0.1","","28177"
"4678","28178_SC_变流器水温过高（一体化）1","28178_SC_ConverterWaterTemperatureTooHigh1","7","0.0","0.1","","28178"
"4679","28179_SC_变流器水冷机主回路过载1","28179_SC_ConverterLiquidCoolerMainCircuitOverload1","7","0.0","0.1","","28179"
"4680","28180_SC_变流器变流器出口水压过低1","28180_SC_ConverterOutletWaterPressureTooLow1","7","0.0","0.1","","28180"
"4681","28181_SC_变流器变流器出口水压过高1","28181_SC_ConverterOutletWaterPressureTooHigh1","7","0.0","0.1","","28181"
"4682","28182_SC_变流器变流器入口水压过低1","28182_SC_ConverterInletWaterPressureTooLow1","7","0.0","0.1","","28182"
"4683","28183_SC_变流器变流器入口水压过高1","28183_SC_ConverterInletWaterPressureTooHigh1","7","0.0","0.1","","28183"
"4684","28184_SC_变流器水冷机内部CAN通讯错误1","28184_SC_ConverterLiquidCoolerInternalCANCommunicationError1","7","0.0","0.1","","28184"
"4685","28185_SC_变流器水冷机入出口压差小告警1","28185_SC_ConverterCovDeltaPressureUnderAlarm1","0","0.0","0.1","","28185"
