ID,刹车等级,偏航等级,故障代码,中文描述,英文描述
759,__0,__0,03_06_108,气候测量仪表的状态代码被屏蔽,OC_SCMeteorologyOFF
760,__0,__0,03_06_109,可选器件或者额外附件的状态代码被屏蔽,OC_SCOptionsAndExtrasOFF
761,__0,__0,03_06_110,手动操作的状态代码被屏蔽,OC_SCManualOperationOFF
762,__0,__0,03_06_111,电网的状态代码被屏蔽,OC_SCGridOFF
763,__0,__0,03_06_112,变频器的状态代码被屏蔽,OC_SCInverterOFF
764,__0,__0,03_06_113,控制系统状态的状态代码被屏蔽,OC_SCControlSystemOFF
765,__0,__0,03_06_114,控制柜的状态代码被屏蔽,OC_SCCabinetsOFF
766,__0,__0,03_06_115,箱变的状态代码被屏蔽,OC_SCMVStationOFF
767,__0,__0,03_06_116,机舱温度控制的状态代码被屏蔽,OC_SCNacelleClimateControlOFF
768,__0,__0,03_06_117,塔基显示的状态代码被屏蔽,OC_DisplayTowerBaseOFF
769,__0,__0,03_06_118,机舱显示的状态代码被屏蔽,OC_DisplayNacelleOFF
771,__0,__0,03_06_120,手动激活跟踪记录,OC_ManualActivatedTrace
772,__0,__0,03_06_121,风机通讯中断,OC_TurbineCommunicationDisconnected
773,__0,__0,03_06_122,风场路由器通讯中断,OC_ParkRouterCommunicationDisconnected
774,_51,__0,03_06_123,PLC系统重启,OC_RestartPLC
775,__0,__0,03_06_124,系统更新模式启动,OC_UpdateModeON
776,__0,__0,03_06_125,塔基温度控制的状态代码被屏蔽,OC_SCTowerClimateControlOFF
974,_51,__0,03_06_126,叶片结冰停机,SC_BladeFrozen_STOP
975,_51,__0,03_06_127,风速仪结冰,SC_AnemometerFrozen
976,__0,__0,03_06_128,TrcaceLog文件存储容量告警,SC_TracelogFilesTooMany
977,__0,__0,03_06_129,风机湍流过大机组安全运行,OC_LimitPowerForExtremeTurbulence
778,_51,__0,03_07_001,塔基外部信号导致系统停机,SC_STOPbyExternalSignalTowerBase
779,_51,__0,03_07_002,测试远程停机信号,SC_TestSTOP_Remote
781,_30,__0,03_07_004,测试刹车程序30,SC_TestBrakeProgram30
833,_50,__0,03_07_005,测试刹车程序50,SC_TestBrakeProgram50
834,_51,__0,03_07_006,测试刹车程序51,SC_TestBrakeProgram51
835,100,__0,03_07_007,测试刹车程序100,SC_TestBrakeProgram100
836,199,__0,03_07_008,测试刹车程序199,SC_TestBrakeProgram199
837,198,__0,03_07_009,测试刹车程序198,SC_TestBrakeProgram198
782,__0,_30,03_08_001,塔基的机组检修旋钮触发,SC_TurbineInServiceTowerBase
783,_51,_30,03_08_002,旁通偏航到限定位置,SC_LimitSwitchCableTwistBridged
784,__0,__0,03_08_003,远程复位状态代码,SC_ResetStatusCodesViaRemote
785,_51,__0,03_08_004,远程停机,SC_STOP_RemoteOrServiceNotebook
786,__0,__0,03_08_101,塔基柜的机组检修模式退出,OC_ServiceSwitchTowerBaseOFF
787,__0,__0,03_08_102,远程快速启动,OC_QuickStartActivatedvViaRemote
788,__0,__0,03_08_103,手动触发数据记录,OC_ManualTriggerTraceLog
791,__0,__0,03_09_001,机组正常运行,SC_TURBINE_AVAILABLE
792,_51,__0,03_09_002,工厂测试中断运行,SC_InterruptionAutoShopfloorTest
793,_51,__0,03_09_003,工厂测试中断运行重复性故障,SC_RepFaultInterruptionAutoShopfloorTest
794,100,__0,03_09_004,自检过程中出现风速与主轴转速不匹配故障,SC_SELFTEST_ErrorRelationWindAndRotorSpeed
795,100,__0,03_09_005,自检过程中刹车测试失败,SC_SELFTEST_BrakeTestFailed
796,100,__0,03_09_006,自检过程中变桨系统测试失败,SC_SELFTEST_PitchTestFailed
797,100,__0,03_09_007,自检过程中变桨系统的充电电池测试故障,SC_SELFTEST_PitchAccumulatorStatusError
798,__0,__0,03_09_008,机组手动操作激活,OC_ManualTurbineControlActive
799,_51,__0,03_09_009,手动操作最大发电机转速,SC_MaxGenSpeed_ManualOP
800,100,__0,03_09_010,刹车程序50超时,SC_TimeOut_BP50
801,100,__0,03_09_011,刹车程序51超时,SC_TimeOut_BP51
802,199,__0,03_09_012,刹车程序100超时,SC_TimeOut_BP100
803,_51,__0,03_09_013,刹车程序30超时,SC_TimeOut_BP30
804,__0,__0,03_09_101,功率大于停机设定值(10分钟判断),OC_PowerAboveShutDown_10min
805,__0,__0,03_09_102,功率大于停机设定值(30秒钟判断),OC_PowerAboveShutDown30s
806,_51,__0,03_09_103,电网故障后激活自检程序,OC_ActivateSelftestForGridFailure
807,__0,__0,03_09_104,PLC上电启动后延时结束,OC_PLCPowerUpDelayElapsed
808,__0,__0,03_09_105,刹车模式激活后延时启动,OC_DelayRestartActive
809,_51,__0,03_09_106,工厂测试完成,OC_ShopFloorTestDone
810,__0,__0,03_09_107,机组启动停留在准备并网状态受阻,OC_StartPart2Interupted
811,_51,__0,03_09_108,立即激活自检程序,OC_ActivateSelftestAtOnce
812,__0,__0,03_09_109,下次启动时需执行自检程序,OC_ActivateSelftestAtNextStart
828,__0,__0,03_09_110,激活变桨动作程序,OC_ActivatePitchMove
829,__0,__0,03_09_111,变桨系统工厂测试程序激活,OC_ShopFloorTestPitchSysActive
830,__0,__0,03_09_112,偏航系统工厂测试程序激活,OC_ShopFloorTestYawSysActive
831,__0,__0,03_09_113,冷却系统工厂测试程序激活,OC_ShopFloorTestCoolingSysActive
832,__0,__0,03_09_114,集中润滑系统工厂测试程序激活,OC_ShopFloorTestLubricSysActive
817,__0,__0,04_01_005,箱式变压器温度高报警,SC_TempMVTrafo_high
818,__0,__0,04_01_006,箱式变压器温度低报警,SC_TempMVTrafo_low
819,__0,__0,04_01_007,箱式变压器温度高,SC_TempMVTrafo_MAX
820,__0,__0,04_01_008,箱式变压器温度低,SC_TempMVTrafo_MIN
821,_51,__0,04_01_009,箱式变压器温度重复性故障,SC_RepFaultTempMVTrafo
822,_51,__0,04_01_010,箱式变压器轻瓦斯动作,SC_MVTrafoGasrelay_I_action
823,_51,__0,04_01_011,箱变油位异常信号,SC_MVTrafoOilLevelWarning
824,_51,__0,04_01_012,箱式变压器高压侧断路器断开,SC_MVTrafoHCBnotClose
825,__0,__0,04_01_013,箱式变压器低压侧断路器断开,SC_MVTrafoLCBnotClose
621,_50,__0,03_05_001,变频器没有准备控制信号,SC_NoSignalForReadyToOperate
622,_50,__0,03_05_002,变频器没有准备控制信号重复性故障,SC_RepFaultNoSignalReadyToOperate
623,_50,__0,03_05_003,变频器没有并行信号,SC_NoSignalForParallelOperation
624,_50,__0,03_05_004,变频器没有并行信号重复性故障,SC_RepFaultNoSignalParallelOperation
625,__0,__0,03_05_005,变频器内部故障,SC_FaultInverter_CollectiveInformation
626,_51,__0,03_05_006,变频器Canopen通讯错误,SC_CanopenCom_Converter_ERR
627,_51,__0,03_05_007,变频器功率低停机,SC_ConverterPowerLow_STOP
628,199,__0,03_05_008,变频器功率波动故障,SC_FaultInverter_PowerShake
629,100,__0,03_05_009,变频器频繁同步,SC_ConverterFrequentSynchronisation
630,100,__0,03_05_010,变频器CANBus重复性报警,SC_RepFaultConverterViaCANbus
639,100,__0,03_05_019,电网L1相电流高,SC_GridCurrentL1_high
640,__0,100,03_05_020,变频器低电压穿越触发,SC_LowVoltageRideThroughActived
641,100,__0,03_05_021,电网L2相电流高,SC_GridCurrentL2_high
642,100,__0,03_05_022,电网L3相电流高,SC_GridCurrentL3_high
643,100,__0,03_05_023,电网电流高故障重复次数多,SC_RepFaultGridCurrentHigh
647,100,__0,03_05_027,变频器故障,SC_ConverterCircuitBrakerTripped
648,__0,__0,03_05_028,变频器Crowbar触发,SC_ConverterCrowbarActive
649,__0,__0,03_05_029,变频器定子断路器故障,SC_Converter_StatorBreakerFailed
651,__0,__0,03_05_031,变频器并网柜超温,SC_AL_B0_OverTemp_GridCabinet
652,__0,__0,03_05_032,变频器控制柜超温,SC_AL_B1_OverTemp_ControlCabinet
653,__0,__0,03_05_033,变频器功率柜超温,SC_AL_B2_OverTemp_PowerCabinet
654,_51,__0,03_05_034,变频器UPS掉电,SC_AL_B3_UPSLineLose
655,__0,__0,03_05_035,避雷器报警,SC_AL_B8_ArresterAlarm
656,__0,__0,03_05_036,第一组风扇报警,SC_AL_B9_Alarm_FirstGroupFans
657,__0,__0,03_05_037,第二组风扇报警,SC_AL_B10_Alarm_SecondGroupFans
658,__0,__0,03_05_038,UPS旁路报警,SC_AL_B11_UPSBypassRun
659,_51,__0,03_05_039,实际功率与给定功率不匹配,SC_AL_B12_Power_NOTMATCH
660,__0,__0,03_05_040,编码器相序反向报警,SC_AL_B13_WRONGEncoderDIR
672,100,__0,03_05_052,电网相序错误,SC_FW1_B0_WrongDir_Grid
673,100,__0,03_05_053,电网欠频,SC_FW1_B1_UnderFrequency_Grid
674,100,__0,03_05_054,电网超频,SC_FW1_B2_OverFrequency_Grid
675,100,__0,03_05_055,电网交流过压故障,SC_FW1_B3_OVERVOL_AC_GSI
676,__0,__0,03_05_056,电网交流欠压故障,SC_FW1_B4_UNDERVOL_AC_GSI
677,100,__0,03_05_057,变频器网侧逆变器过流故障,SC_FW1_B5_OVERCURRENT_GSI
678,100,__0,03_05_058,变频器直流母线过压故障,SC_FW1_B6_OVERVOL_DC_GSI
679,100,__0,03_05_059,变频器直流母线欠压故障,SC_FW1_B7_UNDERVOL_DC_GSI
680,100,__0,03_05_060,变频器与电网同步失败故障,SC_FW1_B8_SYNCHRONIZATIONFAILED
681,__0,__0,03_05_061,发电机转子过流故障,SC_FW1_B9_OVERCURRENT_ROTOR
682,198,__0,03_05_062,发电机超速故障,SC_FW1_B10_OVERSPEED
683,198,__0,03_05_063,发电机欠速故障,SC_FW1_B11_UNDERSPEED
684,198,__0,03_05_064,变频器并网柜超温,SC_FW1_B12_OverTemp_GridCabinet
685,198,__0,03_05_065,变频器控制柜超温,SC_FW1_B13_OverTemp_ControlCabinet
686,198,__0,03_05_066,变频器功率柜超温,SC_FW1_B14_OverTemp_PowerCabinet
687,198,__0,03_05_067,变频器网侧逆变器A相驱动故障,SC_FW2_B0_DRIVEFAULT_GSI_PHA
688,198,__0,03_05_068,变频器网侧逆变器B相驱动故障,SC_FW2_B1_DRIVEFAULT_GSI_PHB
689,198,__0,03_05_069,变频器网侧逆变器C相驱动故障,SC_FW2_B2_DRIVEFAULT_GSI_PHC
690,198,__0,03_05_070,变频器转子侧逆变器A相驱动故障,SC_FW2_B3_DRIVEFAULT_RSI_PHA
691,198,__0,03_05_071,变频器转子侧逆变器B相驱动故障,SC_FW2_B4_DRIVEFAULT_RSI_PHB
692,198,__0,03_05_072,变频器转子侧逆变器C相驱动故障,SC_FW2_B5_DRIVEFAULT_RSI_PHC
693,100,__0,03_05_073,变频器Crowbar导通失败,SC_FW2_B6_Failed_CrowbarSwitch
694,100,__0,03_05_074,变频器转子相序接反故障,SC_FW2_B7_WrongDir_Rotor
695,100,__0,03_05_075,变频器定子相序接反故障,SC_FW2_B8_WrongDir_Stator
696,__0,__0,03_05_076,报警字09_23_B9_ISU启动禁止,SC_09_23_TC_FAULTWORD_3_B9_ISUSTARTDISABLED
699,198,__0,03_05_079,变频器内部通信故障,SC_FW2_B13_Fault_CommuInside
700,_51,__0,03_05_080,主断路器故障,SC_FW2_B14_Fault_MCB
701,198,__0,03_05_081,网侧逆变器的接触器故障,SC_FW2_B15_Fault_GSI_Contactor
702,_51,__0,03_05_082,充电故障,SC_FW1_B15_Charge_Fault
703,198,__0,03_05_083,有源Crowbar驱动故障,SC_FW2_B9_Fault_Active_Crowbar_Drive
704,_51,__0,03_05_084,控制柜低温报警,SC_AL_B4_Control_Cabinet_Lower_Temp
705,_51,__0,03_05_085,模块柜低温报警,SC_AL_B5_Power_Cabinet_Lower_Temp
711,__0,__0,03_05_101,变频器准备就绪,OC_ConverterReadyToOperate
712,__0,__0,03_05_102,变频器允许远程参数给定,OC_ConverterOperationEnable
713,__0,__0,03_05_103,变频器允许合闸,OC_ConverterReadyToSwitchON
714,__0,__0,03_05_104,主回路断路器已合闸,OC_ConverterCircuitBrakerActive
715,__0,__0,03_05_105,网侧变流器准备工作,OC_Converter_ISUReadyToSwitchOn
716,__0,__0,03_05_106,手动控制有功功率,OC_ManualControlOfPower
717,__0,__0,03_05_107,手动控制无功功率,OC_ManualControlOfReactivePower
718,__0,__0,03_05_108,手动控制功率因数,OC_ManualControlOfCosphi
719,__0,__0,03_05_109,手动控制转距,OC_ManualControlOfTorque
1100,198,__0,03_05_111,电网电流不平衡,SC_FW3_B0_GridCurrentUnbalance
1101,198,__0,03_05_112,电网过流,SC_FW3_B1_GridOverCurrent
1102,198,__0,03_05_113,电网电压A相缺相,SC_FW3_B2_Lack_ULA
1103,198,__0,03_05_114,电网电压B相缺相,SC_FW3_B3_Lack_ULB
1104,198,__0,03_05_115,电网电压C相缺相,SC_FW3_B4_Lack_ULC
1105,198,__0,03_05_116,变频器网侧电流A相缺相,SC_FW3_B5_Lack_IGA
1106,198,__0,03_05_117,变频器网侧电流B相缺相,SC_FW3_B6_Lack_IGB
1107,198,__0,03_05_118,变频器网侧电流C相缺相,SC_FW3_B7_Lack_IGC
1108,198,__0,03_05_119,变频器网侧接地故障,SC_FW3_B8_GD_GRID
1109,198,__0,03_05_120,变频器转子侧接地故障,SC_FW3_B9_GD_ROTOR
1110,198,__0,03_05_121,变频器RC滤波电阻过温故障,SC_FW3_B10_RC_OVERTEMP
1111,198,__0,03_05_122,变频器网侧电抗器过温故障,SC_FW3_B11_L1OVERTEMP
1112,198,__0,03_05_123,变频器转子侧电抗器过温故障,SC_FW3_B12_L2OVERTEMP
1113,198,__0,03_05_124,变频器重复性故障,SC_FW3_B13_RepeatFault
1114,198,__0,03_05_125,变频器 chopper 电路驱动故障,SC_FW2_B10_DRV_CHOPPER
1115,198,__0,03_05_126,变频器直流母线严重过压,SC_FW2_B11_DCFatalOV
1116,198,__0,03_05_127,变频器并网开关故障,SC_FW2_B12_StatorConnectFailed
1117,198,__0,03_05_128,变频器框架断路器故障,SC_FW2_B14_MainCircuitBeakerFailed
1118,_51,__0,03_05_129,发电机编码器Z脉冲丢失,SC_AL_B6_Encoder_Z_loss
1119,_51,__0,03_05_130,发电机编码器Z或者AB异常,SC_AL_B7_Encoder_ZorAB_ERROR
1120,_51,__0,03_05_131,变频器Chooper电路连续工作时间长,SC_AL_B15_Chopper_Tired
1121,_51,__0,03_05_132,变频器报电网电压异常,SC_FW4_B0_CON_GridVoltageAbnormal
1122,_51,__0,03_05_133,变频器RC滤波电阻过温报警,SC_FW4_B2_CON_RC_OVERTEMP_Alarm
1123,_51,__0,03_05_134,变频器网侧电抗器过温报警,SC_FW4_B3_CON_L1OVERTEMP_Alarm
1124,_51,__0,03_05_135,变频器转子侧电抗器过温报警,SC_FW4_B4_CON_L2OVERTEMP_Alarm
1125,_51,__0,03_05_136,变频器自检充电异常,SC_FW4_B5_CON_SELFTEST_ChargeFailed
1126,_51,__0,03_05_137,变频器自检Chooper异常,SC_FW4_B6_CON_SELFTEST_ChopperFailed
1127,_51,__0,03_05_138,变频器低穿失败,SC_FW4_B7_CON_LVRT_Failed
1128,_51,__0,03_05_139,变频器低穿超时,SC_FW4_B8_CON_LVRT_TimeOut
1129,_51,__0,03_05_140,变频器报外部通信故障,SC_FW4_B9_CON_ExternalCommunicationFailure
1130,__0,__0,03_05_141,变频器UPS告警,SC_AL_B14_MC_UPS_FaultAlm
1131,198,__0,03_05_142,变频器接触器/断路器失效导致Crowbar激活,SC_FW3_B14_MCB_Failed_CrowbarActive
1132,_51,__0,03_05_143,变频器湿度大报警,SC_FW4_B1_Humidity_Alarm
1133,_51,__0,03_05_144,变频器网侧滤波电容异常报警,SC_FW4_B10_CON_GSC_Alarm
